38.875;40.374;37.315;35.415;39.45;40.263;39.703;38.123;39.94;40.564;35.609;37.319;38.2;39.395;39.005;40.298;43.273;38.317;38.718;38.035;35.762;38.676;42.374;41.164;31.966;40.094;34.353;36.484;38.598;40.618
39.146;41.037;37.681;36.962;42.488;39.69;39.892;40.03;38.316;38.882;38.406;39.222;36.43;39.176;38.652;39.547;44.298;39.73;41.766;38.929;38.189;39.302;41.541;40.198;35.753;38.38;32.303;37.121;37.581;39.473
39.913;42.12;38.276;38.868;41.448;40.528;42.296;41.398;38.527;37.29;38.794;39.176;36.318;39.907;37.539;41.557;42.255;39.063;38.585;37.949;40.431;38.349;39.567;41.046;37.768;38.689;35.149;36.598;38.091;40.16
40.266;44.013;38.248;39.177;39.721;39.428;42.329;40.325;38.684;38.053;39.645;40.065;38.471;38.294;38.256;39.341;43.613;40.377;39.435;39.663;37.128;37.25;40.442;42.244;39.764;39.219;38.786;35.962;39.09;41.526
38.507;40.425;38.69;38.38;38.806;39.095;40.789;38.511;36.076;34.962;40.673;39.327;38.496;39.613;38.453;42.084;42.885;40.281;39.72;36.824;42.371;35.324;40.616;39.565;38.844;39.605;36.897;35.593;39.006;39.859
38.766;40.524;39.541;37.08;43.019;41.29;39.562;38.524;34.505;31.714;39.146;38.34;38.894;41.081;38.643;40.457;39.993;38.641;39.411;35.225;37.319;35.073;41.552;39.796;38.698;37.949;39.006;36.675;39.658;41.156
41.056;40.558;41.011;39.408;42.601;40.478;42.724;39.625;35.939;36.389;40.659;38.279;38.112;39.625;36.854;39.119;40.869;38.415;38.864;37.059;37.131;36.766;42.4;42.013;38.397;38.73;37.98;36.871;40.681;41.121
40.63;42.309;40.305;38.508;42.683;44.889;41.11;40.303;36.713;31.602;37.801;38.913;37.238;41.658;37.947;40.066;38.398;37.519;38.726;39.359;37.37;34.591;42.608;40.17;39.182;38.421;37.697;33.117;39.316;40.188
39.378;39.524;40.793;38.797;42.78;40.142;41.268;39.102;37.64;33.129;39.291;38.339;37.666;40.114;37.654;40.444;38.669;36.203;38.288;34.834;39.677;36.151;42.929;42.246;39.392;39.241;36.9;33.691;38.645;39.306
39.003;40.058;38.224;39.064;41.491;40.932;43.384;40.213;37.32;31.347;39.045;37.274;38.354;37.326;38.116;40.436;40.468;38.173;39.662;34.648;37.92;34.43;39.759;42.797;39.008;39.428;35.695;32.996;38.464;40.21
40.742;39.071;39.74;39.649;41.085;42.223;42.411;40.536;36.962;29.509;40.121;36.3;36.691;37.837;37.285;39.447;40.142;38.447;39.529;37.299;38.707;37.167;40.682;39.08;38.185;39.609;33.305;34.173;39.011;39.391
38.443;41.481;38.916;40.932;40.266;38.894;41.69;40.015;35.618;18.592;37.751;37.941;35.843;39.056;36.792;43.632;41.961;38.925;39.381;38.336;39.037;37.424;41.486;39.906;39.647;39.756;35.547;36.225;38.533;39.022
39.442;40.602;40.308;39.527;39.189;39.22;39.757;40.607;37.993;24.469;38.426;38.132;38.809;37.121;35.56;40.493;35.8;38.227;39.396;38.096;38.141;37.863;40.738;40.799;39.451;37.712;36.807;34.621;38.732;38.661
40.295;39.996;39.781;40.285;39.546;42.266;40.944;41.118;36.972;22.35;34.497;39.536;38.562;38.162;36.061;41.645;38.603;37.836;37.742;37.812;36.671;35.94;39.7;39.662;36.291;38.642;34.953;34.93;38.29;39.405
38.351;38.641;40.019;39.123;40.719;41.787;42.454;39.939;33.598;21.888;33.751;37.672;39.092;37.841;38.513;42.056;37.669;38.294;32.224;37.892;37.607;35.726;40.814;40.602;37.995;38.125;34.879;35.943;36.889;38.871
38.272;40.422;38.709;38.573;41.754;44.181;42.406;40.098;31.899;21;34.842;37.121;37.607;39.435;37.903;39.171;39.857;39.225;37.202;35.733;39.072;34.049;39.538;38.896;38.192;39.151;31.531;35.471;36.606;39.148
41.125;38.578;39.909;38.674;39.423;44.379;39.522;44.22;37.925;19.036;40.01;38.667;34.402;36.786;38.179;39.068;41.277;38.999;35.899;33.378;39.249;22.166;40.071;39.846;39.42;39.558;27.118;34.629;36.246;39.5
40.181;38.396;40.121;37.311;42.053;39.21;38.935;43.054;36.104;1.6102;38.493;34.789;32.769;38.355;39.4;41.091;38.977;36.486;38.584;28.044;38.016;24.855;37.825;36.514;37.722;36.726;27.676;26.883;31.828;39.254
38.262;41.285;35.685;37.691;40.122;33.514;40.087;38.992;35.699;9.9758;40.676;36.02;33.984;35.966;39.209;40.238;39.148;36.589;40.175;28.805;37.942;27.727;40.32;37.517;39.32;35.31;32.521;20.656;34.127;41.331
38.425;41.355;36.946;37.272;39.605;35.28;40.561;38.447;34.439;24.495;36.211;33.839;25.431;37.246;38.559;40.139;39.775;35.359;38.989;21.956;33.577;25.686;39.285;34.921;39.132;35.265;29.208;27.287;35.002;33.483
35.988;39.114;34.547;32.346;39.23;31.715;38.906;39.339;31.954;28.98;37.828;30.501;20.045;39.037;39.446;40.19;40.685;39.379;34.249;18.971;37.661;21.893;38.163;38.322;35.718;34.23;32.449;27.804;32.731;37.248
37.187;37.64;37.35;30.554;36.47;38.224;40.887;35.973;38.147;29.739;39.384;31.114;34.111;37.354;33.852;38.79;38.214;39.386;35.794;24.534;36.315;28.861;38.669;39.92;38.114;35.233;29.812;27.816;30.087;35.829
32.498;39.194;35.787;30.616;38.06;29.807;37.421;39.417;38.613;24.132;39.753;29.779;35.764;33.67;23.799;39.849;37.074;34.424;33.112;28.648;37.604;24.357;36.943;39.983;35.375;38.401;29.557;21.533;37.885;39.56
34.655;38.771;35.945;38.478;38.321;39.126;33.376;39.614;38.175;29.007;37.145;32.144;37.646;37.053;31.887;37.844;36.726;35.911;36.629;19.752;39.614;29.827;39.928;36.958;36.076;39.542;35.561;30.457;38.145;37.251
39.381;40.824;39.414;33.564;40.408;39.426;39.293;39.647;38.119;10.641;38.431;37.641;38.588;27.112;19.762;38.917;34.634;38.651;35.299;24.603;37.883;34.481;34.12;39.337;37.86;36.679;38.659;22.913;38.423;37.95
35.679;39.829;38.135;36.98;39.96;39.511;39.768;40.717;26.653;2.0918;35.096;39.419;37.995;35.25;24.262;40.45;35.895;37.547;37.061;6.8319;38.448;31.359;39.891;37.491;38.219;39.668;31.295;32.688;39.428;40.118
39.093;38.169;38.883;38.13;39.597;40.274;40.097;38.695;36.666;0.10269;38.189;39.173;29.502;39.067;30.165;39.543;36.935;36.948;38.855;14.256;38.752;32.015;39.556;39.444;38.323;40.241;16.629;26.595;39.297;39.359
38.014;39.474;36.223;38.933;38.526;39.377;38.932;38.666;32.238;0.10778;36.69;35.531;24.466;38.938;34.77;35.455;39.684;30.962;35.313;9.1506;32.487;28.033;39.935;39.211;37.988;36.709;23.624;31.64;37.6;38.195
38.475;39.314;35.861;36.973;34.421;40.246;39.448;39.752;32.961;0.11161;37.384;35.679;32.36;39.23;25.498;39.484;39.138;34.615;32.161;2.3404;37.797;33.698;39.932;40.984;33.431;40.364;12.974;26.613;36.534;37.491
37.772;40.564;38.295;38.017;39.447;39.437;36.744;34.348;36.098;17.075;38.817;32.022;16.117;39.384;26.91;40.465;38.111;38.344;34.44;5.2686;39.038;34.69;40.045;40.187;38.972;40.98;9.2414;36.409;37.082;38.474
38.142;40.599;36.438;38.494;35.426;38.675;34.47;33.544;18.204;1.1629;39.825;28.58;4.4072;38.954;35.846;40.386;39.567;31.718;39.019;26.616;36.608;38.574;40.242;41.171;36.892;39.882;15.358;33.961;36.038;38.831
39.701;39.594;38.236;39.522;33.544;40.109;39.255;40.055;29.405;27.248;38.2;26.613;7.052;39;37.704;40.273;39.44;37.569;39.021;12.592;35.001;38.784;41.052;40.414;33.396;40.064;29.247;34.866;38.586;40.13
36.843;36.96;36.651;39.764;39.916;39.888;40.485;37.939;20.899;5.3965;38.268;28.907;18.756;37.017;34.093;40.699;40.477;34.293;38.411;18.174;36.811;38.129;38.138;38.971;37.802;40.077;0.52257;29.009;36.444;38.767
37.92;39.021;38.767;39.301;34.621;39.995;38.449;38.144;20.767;23.488;38.72;27.025;26.329;38.754;30.12;39.991;39.937;24.91;38.824;22.745;38.381;38.324;39.379;38.814;33.483;40.525;24.789;32.415;36.402;34.796
39.278;38.8;37.806;36.439;37.313;38.202;39.862;36.761;31.526;29.161;39.436;21.989;31.62;37.047;35.36;39.514;38.239;35.598;38.51;24.335;33.17;36.621;39.528;38.013;34.711;38.996;29.298;34.589;28.095;39.082
40.38;39.044;33.969;38.828;34.1;39.615;39.875;39.594;36.997;26.949;39.637;24.161;37.921;37.746;36.526;40.913;33.596;36.906;39.2;18.392;31.904;38.744;40.816;39.712;37.704;32.122;25.92;37.029;27.478;39.595
40.059;39.252;35.598;38.088;33.337;40.593;38.359;36.17;37.21;36.32;37.65;34.052;36.91;32.748;38.337;40.565;28.56;31.72;39.122;25.463;33.335;37.568;40.292;33.91;30.76;40.058;22.347;37.593;34.759;35.163
39.154;37.016;31.281;39.565;37.308;39.918;40.052;36.244;36.595;22.845;35.353;35.98;39.501;38.221;39.309;40.656;37.293;38.201;38.357;31.118;37.999;39.559;34.906;32.217;35.759;38.401;19.545;39.278;34.24;38.982
37.441;38.913;29.911;40.008;39.847;40.048;39.66;24.465;36.337;34.069;38.562;37.088;38.922;39.218;34.619;39.489;39.95;39.199;38.443;34.71;39.609;39.66;40.024;38.706;32.153;40.43;15.523;38.968;24.696;39.737
35.462;38.934;29.656;38.574;33.056;40.037;36.508;33.066;36.84;26.657;38.241;36.199;38.061;37.091;32.242;38.957;36.483;38.896;35.333;36.105;28.344;39.498;39.65;37.217;35.091;37.583;34.658;36.559;30.097;32.295
36.619;39.975;30.841;37.753;35.08;40.682;25.883;35.9;38.53;25.594;39.887;37.754;38.812;39.528;36.643;41.016;36.883;38.287;38.408;29.184;34.605;39.172;39.64;39.231;37.424;38.859;38.413;36.645;38.743;38.757
39.606;39.555;10.699;30.591;39.276;38.444;29.461;39.738;36.558;26.958;37.456;39.359;39.602;39.327;22.045;41.065;38.88;37.83;39.152;30.656;38.748;40.444;41.017;39.298;38.904;40.383;37.704;31.918;38.444;39.02
40.047;40.833;4.2893;36.975;39.663;38.354;38.668;38.997;33.789;35.369;40.126;39.027;38.911;38.68;1.1771;39.838;39.798;25.29;38.132;25.415;37.249;36.577;40.617;39.109;36.139;38.397;36.014;29.957;39.201;37.512
38.423;40.367;9.8336;37.485;38.884;37.311;40.794;39.966;37.862;35.927;36.927;38.437;40.203;38.279;36.872;35.2;39.768;37.455;35.96;20.65;30.64;40.282;40.061;40.566;31.976;38.774;36.77;38.383;38.029;36.295
39.163;36.824;34.678;39.376;35.327;35.476;40.747;39.763;36.134;38.9;37.685;36.694;39.602;40.378;39.172;39.401;39.103;39.112;37.916;34.963;35.447;39.945;40.596;40.04;25.547;37.206;34.251;36.51;39.795;39.585
39.389;38.932;39.266;38.731;40.301;39.318;37.969;40.066;39.062;38.126;39.931;39.064;39.549;38.82;39.088;41.179;39.945;40.673;39.537;36.634;39.227;41.157;41.19;38.145;28.781;38.472;39.253;36.892;38.604;39.942
38.073;37.532;38.078;38.643;40.013;38.585;39.786;40.359;39.906;39.069;39.902;38.121;39.949;39.005;37.462;40.498;40.143;40.169;39.698;35.115;38.038;40.521;41.35;39.887;37.981;36.092;38.579;37.284;33.733;40.599
39.273;40.966;37.881;37.666;40.404;37.776;41.578;39.899;38.886;38.334;40.14;36.135;40.561;40.201;38.934;40.942;40.541;39.77;33.279;35.282;37.573;40.69;41.351;40.904;37.587;33.197;36.37;37.668;37.445;40.147
39.597;40.243;38.331;39.374;39.717;34.21;41.288;39.333;39.576;38.474;40.723;38.63;38.406;38.276;39.533;41.712;40.105;39.776;37.696;33.102;39.205;41.169;41.315;40.376;39.188;32.201;36.238;39.632;39.184;42.079
41.946;39.977;38.848;39.645;40.111;39.434;41.292;39.892;39.75;39.26;39.697;38.194;38.963;39.19;39.619;42.664;39.332;39.342;38.851;30.073;39.747;41.935;39.809;39.714;37.209;32.57;40.084;39.374;40.137;40.23
40.941;39.695;39.038;38.958;38.968;38.969;40.13;38.967;38.098;39.161;36.832;39.226;38.621;39.715;41.894;42.533;40.598;39.033;38.345;38.28;38.863;41.849;40.291;38.377;38.921;39.338;39.873;37.699;39.496;42.372
39.853;39.151;35.78;38.741;39.969;38.766;38.47;38.354;38.635;34.735;38.7;39.714;39.073;37.26;40.452;41.079;39.253;37.602;37.771;38.295;37.718;40.245;39.067;38.303;38.071;37.42;35.636;39.119;38.541;40.573
